vial	vial name	vial sub	line	line sub	hESCreg	donor	donor sub	batch
SAMEA3105732	BIONi009-A vial 01	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105717	BIONi009-A vial 02	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105748	BIONi009-A vial 03	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105738	BIONi009-A vial 04	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105726	BIONi009-A vial 05	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105725	BIONi009-A vial 06	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105710	BIONi009-A vial 07	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105750	BIONi009-A vial 08	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105745	BIONi009-A vial 09	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105744	BIONi009-A vial 10	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105733	BIONi009-A vial 11	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105755	BIONi009-A vial 12	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105736	BIONi009-A vial 13	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105757	BIONi009-A vial 14	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105718	BIONi009-A vial 15	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105728	BIONi009-A vial 16	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105721	BIONi009-A vial 17	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105735	BIONi009-A vial 18	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105749	BIONi009-A vial 19	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105753	BIONi009-A vial 20	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105739	BIONi009-A vial 21	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105740	BIONi009-A vial 22	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105730	BIONi009-A vial 23	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105714	BIONi009-A vial 24	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105754	BIONi009-A vial 25	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105734	BIONi009-A vial 26	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105719	BIONi009-A vial 27	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105731	BIONi009-A vial 28	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105715	BIONi009-A vial 29	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105758	BIONi009-A vial 30	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105741	BIONi009-A vial 31	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105729	BIONi009-A vial 32	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105723	BIONi009-A vial 33	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105711	BIONi009-A vial 34	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105752	BIONi009-A vial 35	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105742	BIONi009-A vial 36	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105720	BIONi009-A vial 37	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105709	BIONi009-A vial 38	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105716	BIONi009-A vial 39	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105746	BIONi009-A vial 40	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105760	BIONi009-A vial 41	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105713	BIONi009-A vial 42	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105727	BIONi009-A vial 43	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105724	BIONi009-A vial 44	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105759	BIONi009-A vial 45	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105747	BIONi009-A vial 46	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105722	BIONi009-A vial 47	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105712	BIONi009-A vial 48	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105751	BIONi009-A vial 49	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105743	BIONi009-A vial 50	GSB-132	SAMEA3105737	GSB-132	BIONi009-A	SAMEA3105756	GSB-132	SAMEG301525
SAMEA3105767	BIONi010-A vial 01	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105806	BIONi010-A vial 02	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105808	BIONi010-A vial 03	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105798	BIONi010-A vial 04	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105786	BIONi010-A vial 05	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105766	BIONi010-A vial 06	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105812	BIONi010-A vial 07	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105796	BIONi010-A vial 08	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105778	BIONi010-A vial 09	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105792	BIONi010-A vial 10	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105809	BIONi010-A vial 11	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105769	BIONi010-A vial 12	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105785	BIONi010-A vial 13	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105773	BIONi010-A vial 14	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105782	BIONi010-A vial 15	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105771	BIONi010-A vial 16	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105802	BIONi010-A vial 17	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105788	BIONi010-A vial 18	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105775	BIONi010-A vial 19	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105795	BIONi010-A vial 20	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105810	BIONi010-A vial 21	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105768	BIONi010-A vial 22	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105781	BIONi010-A vial 23	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105800	BIONi010-A vial 24	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105787	BIONi010-A vial 25	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105803	BIONi010-A vial 26	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105763	BIONi010-A vial 27	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105784	BIONi010-A vial 28	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105801	BIONi010-A vial 29	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105793	BIONi010-A vial 30	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105804	BIONi010-A vial 31	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105761	BIONi010-A vial 32	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105783	BIONi010-A vial 33	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105797	BIONi010-A vial 34	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105811	BIONi010-A vial 35	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105805	BIONi010-A vial 36	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105764	BIONi010-A vial 37	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105777	BIONi010-A vial 38	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105794	BIONi010-A vial 39	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105790	BIONi010-A vial 40	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105799	BIONi010-A vial 41	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105779	BIONi010-A vial 42	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105770	BIONi010-A vial 43	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105807	BIONi010-A vial 44	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105791	BIONi010-A vial 45	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105772	BIONi010-A vial 46	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105762	BIONi010-A vial 47	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105774	BIONi010-A vial 48	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105789	BIONi010-A vial 49	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3105776	BIONi010-A vial 50	GSB-133	SAMEA3105765	GSB-133	BIONi010-A	SAMEA3105780	GSB-133	SAMEG301526
SAMEA3158008	BIONi010-B vial 01	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3158007	BIONi010-B vial 02	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157992	BIONi010-B vial 03	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157978	BIONi010-B vial 04	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157975	BIONi010-B vial 05	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157991	BIONi010-B vial 06	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3158006	BIONi010-B vial 07	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157965	BIONi010-B vial 08	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157968	BIONi010-B vial 09	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157972	BIONi010-B vial 10	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3158010	BIONi010-B vial 11	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157996	BIONi010-B vial 12	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157989	BIONi010-B vial 13	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157986	BIONi010-B vial 14	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157970	BIONi010-B vial 15	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3158005	BIONi010-B vial 16	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157994	BIONi010-B vial 17	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157982	BIONi010-B vial 18	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157964	BIONi010-B vial 19	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3158013	BIONi010-B vial 20	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3158009	BIONi010-B vial 21	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157995	BIONi010-B vial 22	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157987	BIONi010-B vial 23	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157977	BIONi010-B vial 24	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157963	BIONi010-B vial 25	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3158002	BIONi010-B vial 26	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157997	BIONi010-B vial 27	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157988	BIONi010-B vial 28	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157969	BIONi010-B vial 29	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3158012	BIONi010-B vial 30	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157973	BIONi010-B vial 31	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157979	BIONi010-B vial 32	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157993	BIONi010-B vial 33	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3158003	BIONi010-B vial 34	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3158011	BIONi010-B vial 35	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157974	BIONi010-B vial 36	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157984	BIONi010-B vial 37	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157967	BIONi010-B vial 38	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157980	BIONi010-B vial 39	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157999	BIONi010-B vial 40	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157985	BIONi010-B vial 41	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157976	BIONi010-B vial 42	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3158001	BIONi010-B vial 43	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157990	BIONi010-B vial 44	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157983	BIONi010-B vial 45	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157981	BIONi010-B vial 46	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157966	BIONi010-B vial 47	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3158004	BIONi010-B vial 48	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157998	BIONi010-B vial 49	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3157971	BIONi010-B vial 50	GSB-149	SAMEA3158000	GSB-149	BIONi010-B	SAMEA3105780	GSB-133	SAMEG301537
SAMEA3158058	BIONi010-C vial 01	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158043	BIONi010-C vial 02	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158028	BIONi010-C vial 03	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158024	BIONi010-C vial 04	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158053	BIONi010-C vial 05	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158046	BIONi010-C vial 06	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158030	BIONi010-C vial 07	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158036	BIONi010-C vial 08	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158022	BIONi010-C vial 09	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158041	BIONi010-C vial 10	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158056	BIONi010-C vial 11	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158060	BIONi010-C vial 12	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158029	BIONi010-C vial 13	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158015	BIONi010-C vial 14	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158061	BIONi010-C vial 15	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158052	BIONi010-C vial 16	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158037	BIONi010-C vial 17	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158021	BIONi010-C vial 18	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158014	BIONi010-C vial 19	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158033	BIONi010-C vial 20	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158020	BIONi010-C vial 21	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158064	BIONi010-C vial 22	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158054	BIONi010-C vial 23	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158040	BIONi010-C vial 24	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158026	BIONi010-C vial 25	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158023	BIONi010-C vial 26	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158063	BIONi010-C vial 27	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158048	BIONi010-C vial 28	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158017	BIONi010-C vial 29	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158032	BIONi010-C vial 30	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158018	BIONi010-C vial 31	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158055	BIONi010-C vial 32	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158044	BIONi010-C vial 33	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158047	BIONi010-C vial 34	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158031	BIONi010-C vial 35	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158025	BIONi010-C vial 36	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158062	BIONi010-C vial 37	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158051	BIONi010-C vial 38	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158035	BIONi010-C vial 39	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158045	BIONi010-C vial 40	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
SAMEA3158057	BIONi010-C vial 41	GSB-150	SAMEA3158050	GSB-150	BIONi010-C	SAMEA3105780	GSB-133	SAMEG301538
