"vial","vial name now","line","donor","batch","batch name","batch type"
"SAMEA103885883","UKKi017-B vial 30","SAMEA17620918","SAMEA17620168","SAMEG317565","P001","depositor"
"SAMEA103885888","UKKi017-B vial 31","SAMEA17620918","SAMEA17620168","SAMEG317565","P001","depositor"
"SAMEA103885885","UKKi017-B vial 32","SAMEA17620918","SAMEA17620168","SAMEG317565","P001","depositor"
"SAMEA103885866","UKKi017-B vial 33","SAMEA17620918","SAMEA17620168","SAMEG317565","P001","depositor"
"SAMEA103885870","UKKi017-B vial 34","SAMEA17620918","SAMEA17620168","SAMEG317565","P001","depositor"
"SAMEA103885877","UKKi017-B vial 35","SAMEA17620918","SAMEA17620168","SAMEG317565","P001","depositor"
"SAMEA103885889","UKKi017-B vial 36","SAMEA17620918","SAMEA17620168","SAMEG317565","P001","depositor"
"SAMEA103885867","UKKi017-B vial 37","SAMEA17620918","SAMEA17620168","SAMEG317565","P001","depositor"
"SAMEA103885874","UKKi017-B vial 38","SAMEA17620918","SAMEA17620168","SAMEG317565","P001","depositor"
"SAMEA103885872","UKKi017-B vial 39","SAMEA17620918","SAMEA17620168","SAMEG317565","P001","depositor"
"SAMEA103885869","UKKi017-B vial 40","SAMEA17620918","SAMEA17620168","SAMEG317565","P001","depositor"
"SAMEA103885875","UKKi017-B vial 41","SAMEA17620918","SAMEA17620168","SAMEG317565","P001","depositor"
"SAMEA103885880","UKKi017-B vial 42","SAMEA17620918","SAMEA17620168","SAMEG317565","P001","depositor"
"SAMEA103885878","UKKi017-B vial 43","SAMEA17620918","SAMEA17620168","SAMEG317565","P001","depositor"
"SAMEA103885886","UKKi017-B vial 44","SAMEA17620918","SAMEA17620168","SAMEG317565","P001","depositor"
"SAMEA103885865","UKKi017-B vial 45","SAMEA17620918","SAMEA17620168","SAMEG317565","P001","depositor"
"SAMEA103885871","UKKi017-B vial 46","SAMEA17620918","SAMEA17620168","SAMEG317565","P001","depositor"
"SAMEA103885882","UKKi017-B vial 47","SAMEA17620918","SAMEA17620168","SAMEG317565","P001","depositor"
"SAMEA103885887","UKKi017-B vial 48","SAMEA17620918","SAMEA17620168","SAMEG317565","P001","depositor"
"SAMEA103885868","UKKi017-B vial 49","SAMEA17620918","SAMEA17620168","SAMEG317565","P001","depositor"
"SAMEA103885876","UKKi017-B vial 50","SAMEA17620918","SAMEA17620168","SAMEG317565","P001","depositor"
"SAMEA103883744","UKKi017-C vial 01","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883722","UKKi017-C vial 02","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883736","UKKi017-C vial 03","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883726","UKKi017-C vial 04","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883728","UKKi017-C vial 05","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883741","UKKi017-C vial 06","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883732","UKKi017-C vial 07","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883734","UKKi017-C vial 08","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883724","UKKi017-C vial 09","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883729","UKKi017-C vial 10","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883742","UKKi017-C vial 11","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883733","UKKi017-C vial 12","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883735","UKKi017-C vial 13","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883725","UKKi017-C vial 14","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883738","UKKi017-C vial 15","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883739","UKKi017-C vial 16","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883730","UKKi017-C vial 17","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883743","UKKi017-C vial 18","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883721","UKKi017-C vial 19","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883727","UKKi017-C vial 20","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883740","UKKi017-C vial 21","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883731","UKKi017-C vial 22","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883745","UKKi017-C vial 23","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883723","UKKi017-C vial 24","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883737","UKKi017-C vial 25","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885892","UKKi017-C vial 26","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885894","UKKi017-C vial 27","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885903","UKKi017-C vial 28","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885909","UKKi017-C vial 29","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885900","UKKi017-C vial 30","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885901","UKKi017-C vial 31","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885907","UKKi017-C vial 32","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885913","UKKi017-C vial 33","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885896","UKKi017-C vial 34","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885898","UKKi017-C vial 35","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885904","UKKi017-C vial 36","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885911","UKKi017-C vial 37","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885912","UKKi017-C vial 38","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885895","UKKi017-C vial 39","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885910","UKKi017-C vial 40","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885891","UKKi017-C vial 41","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885893","UKKi017-C vial 42","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885902","UKKi017-C vial 43","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885908","UKKi017-C vial 44","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885914","UKKi017-C vial 45","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885890","UKKi017-C vial 46","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885899","UKKi017-C vial 47","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885905","UKKi017-C vial 48","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885906","UKKi017-C vial 49","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103885897","UKKi017-C vial 50","SAMEA17621668","SAMEA17620168","SAMEG317566","P001","depositor"
"SAMEA103883685","UKKi017-A vial 01","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883675","UKKi017-A vial 02","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883689","UKKi017-A vial 03","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883679","UKKi017-A vial 04","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883693","UKKi017-A vial 05","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883682","UKKi017-A vial 06","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883672","UKKi017-A vial 07","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883687","UKKi017-A vial 08","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883677","UKKi017-A vial 09","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883694","UKKi017-A vial 10","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883683","UKKi017-A vial 11","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883673","UKKi017-A vial 12","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883688","UKKi017-A vial 13","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883678","UKKi017-A vial 14","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883691","UKKi017-A vial 15","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883680","UKKi017-A vial 16","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883695","UKKi017-A vial 17","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883684","UKKi017-A vial 18","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883674","UKKi017-A vial 19","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883692","UKKi017-A vial 20","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883681","UKKi017-A vial 21","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883671","UKKi017-A vial 22","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883686","UKKi017-A vial 23","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883676","UKKi017-A vial 24","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103883690","UKKi017-A vial 25","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885948","UKKi017-A vial 26","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885955","UKKi017-A vial 27","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885938","UKKi017-A vial 28","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885933","UKKi017-A vial 29","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885953","UKKi017-A vial 30","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885936","UKKi017-A vial 31","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885944","UKKi017-A vial 32","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885939","UKKi017-A vial 33","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885945","UKKi017-A vial 34","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885951","UKKi017-A vial 35","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885934","UKKi017-A vial 36","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885942","UKKi017-A vial 37","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885949","UKKi017-A vial 38","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885956","UKKi017-A vial 39","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885941","UKKi017-A vial 40","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885947","UKKi017-A vial 41","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885954","UKKi017-A vial 42","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885937","UKKi017-A vial 43","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885932","UKKi017-A vial 44","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885940","UKKi017-A vial 45","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885946","UKKi017-A vial 46","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885952","UKKi017-A vial 47","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885935","UKKi017-A vial 48","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885943","UKKi017-A vial 49","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103885950","UKKi017-A vial 50","SAMEA17619418","SAMEA17620168","SAMEG317564","P001","depositor"
"SAMEA103884077","UKKi025-A vial 01","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884092","UKKi025-A vial 02","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884082","UKKi025-A vial 03","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884072","UKKi025-A vial 04","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884086","UKKi025-A vial 05","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884074","UKKi025-A vial 06","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884091","UKKi025-A vial 07","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884081","UKKi025-A vial 08","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884095","UKKi025-A vial 09","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884088","UKKi025-A vial 10","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884076","UKKi025-A vial 11","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884090","UKKi025-A vial 12","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884080","UKKi025-A vial 13","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884071","UKKi025-A vial 14","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884085","UKKi025-A vial 15","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884073","UKKi025-A vial 16","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884087","UKKi025-A vial 17","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884079","UKKi025-A vial 18","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884094","UKKi025-A vial 19","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884084","UKKi025-A vial 20","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884075","UKKi025-A vial 21","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884089","UKKi025-A vial 22","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884078","UKKi025-A vial 23","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884093","UKKi025-A vial 24","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103884083","UKKi025-A vial 25","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885971","UKKi025-A vial 26","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885979","UKKi025-A vial 27","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885986","UKKi025-A vial 28","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885994","UKKi025-A vial 29","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885976","UKKi025-A vial 30","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885984","UKKi025-A vial 31","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885992","UKKi025-A vial 32","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885973","UKKi025-A vial 33","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885981","UKKi025-A vial 34","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885988","UKKi025-A vial 35","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885983","UKKi025-A vial 36","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885990","UKKi025-A vial 37","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885972","UKKi025-A vial 38","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885980","UKKi025-A vial 39","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885975","UKKi025-A vial 40","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885970","UKKi025-A vial 41","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885978","UKKi025-A vial 42","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885987","UKKi025-A vial 43","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885993","UKKi025-A vial 44","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885974","UKKi025-A vial 45","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885982","UKKi025-A vial 46","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885977","UKKi025-A vial 47","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885985","UKKi025-A vial 48","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885991","UKKi025-A vial 49","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
"SAMEA103885989","UKKi025-A vial 50","SAMEA17636668","SAMEA17637418","SAMEG317580","P001","depositor"
